g1(638.0, 680.0)@[1.977518182E10, 1.9775181929E10]
g3(107.0, 329.0)@[3.444842201E10, 3.4448422096E10]
g3(427.0, 345.0)@[2.3145910767E10, 2.3145910859E10]
g3(53.0, 85.0)@[4.9582659835E10, 4.9582659945E10]
g3(620.0, 42.0)@[3.7735360657E10, 3.7735360729E10]
g3(501.0, 846.0)@[5.0518129509E10, 5.0518129583E10]
g3(916.0, 374.0)@[4.1603157595E10, 4.1603157682E10]
g3(522.0, 264.0)@[3.3974881527E10, 3.3974881665E10]
g3(619.0, 157.0)@[5.464710787E10, 5.4647107945E10]
g3(427.0, 621.0)@[3.332916583E9, 3.332916683E9]
g3(918.0, 25.0)@[5.0200073677E10, 5.020007379E10]
g3(336.0, 257.0)@[6.739953239E9, 6.73995332E9]
g3(62.0, 857.0)@[3.6615029258E10, 3.6615029339E10]
g3(796.0, 296.0)@[3.9820579952E10, 3.9820580032E10]
g3(247.0, 75.0)@[2.3808106222E10, 2.3808106291E10]
g3(735.0, 166.0)@[1.6841537699E10, 1.6841537787E10]
g3(577.0, 813.0)@[2.0767425909E10, 2.076742599E10]
g3(667.0, 571.0)@[6.2310275754E10, 6.2310275861E10]
g3(824.0, 543.0)@[6.0942090234E10, 6.0942090331E10]
g3(32.0, 382.0)@[9.043312003E9, 9.043312104E9]
g3(659.0, 477.0)@[4.2291331277E10, 4.2291331371E10]
g3(257.0, 546.0)@[2.487605723E10, 2.4876057323E10]
g3(569.0, 98.0)@[5.6962353707E10, 5.6962353783E10]
g3(314.0, 883.0)@[6.1903331567E10, 6.1903331646E10]
g3(486.0, 727.0)@[1.8551414599E10, 1.8551414697E10]
g3(886.0, 138.0)@[4.896962686E9, 4.896962769E9]
g3(845.0, 593.0)@[4.5928909081E10, 4.5928909163E10]
g3(896.0, 248.0)@[5.329588775E9, 5.329588857E9]
g3(440.0, 396.0)@[5.5844134743E10, 5.5844134835E10]
g3(500.0, 371.0)@[3.2699316252E10, 3.2699316339E10]
g3(444.0, 185.0)@[4.836324583E9, 4.836324685E9]
g3(685.0, 493.0)@[3.6421936121E10, 3.642193621E10]
g3(312.0, 556.0)@[6.1933765902E10, 6.1933765985E10]
g3(430.0, 401.0)@[2.8041643048E10, 2.8041643121E10]
g3(17.0, 302.0)@[2.5162181929E10, 2.5162182021E10]
g3(184.0, 611.0)@[5.0044353476E10, 5.0044353562E10]
g3(485.0, 30.0)@[4.628801086E9, 4.62880115E9]
g3(912.0, 331.0)@[1.1146465446E10, 1.1146465536E10]
g3(75.0, 741.0)@[4.1227296192E10, 4.1227296254E10]
g3(859.0, 80.0)@[4.0893791549E10, 4.0893791646E10]
g3(234.0, 536.0)@[5.2403408342E10, 5.2403408423E10]
g3(822.0, 654.0)@[2.3095107289E10, 2.3095107375E10]
g3(346.0, 421.0)@[4.4095285049E10, 4.4095285123E10]
g3(301.0, 642.0)@[2.4047976395E10, 2.4047976496E10]
g3(845.0, 483.0)@[1.6658167069E10, 1.6658167149E10]
g3(244.0, 334.0)@[4.2870049243E10, 4.2870049331E10]
g3(645.0, 17.0)@[3.8224232477E10, 3.8224232574E10]
g3(651.0, 704.0)@[6.1559529759E10, 6.1559529862E10]
g3(580.0, 350.0)@[5.5651589341E10, 5.5651589435E10]
g3(87.0, 66.0)@[1.3298681187E10, 1.3298681261E10]
g3(285.0, 113.0)@[2.0006810339E10, 2.0006810424E10]
g3(945.0, 298.0)@[1.8875342881E10, 1.8875342981E10]
g3(555.0, 423.0)@[4.18491637E10, 4.1849163786E10]
g3(68.0, 367.0)@[5.5370462698E10, 5.5370462798E10]
g3(449.0, 640.0)@[1.1277563448E10, 1.1277563527E10]
g3(189.0, 840.0)@[2.2643597293E10, 2.2643597369E10]
g3(997.0, 60.0)@[2.153598994E10, 2.153599E10]
g3(725.0, 838.0)@[2.7842957886E10, 2.7842957994E10]
g3(939.0, 402.0)@[2.5368215529E10, 2.5368215612E10]
g3(452.0, 384.0)@[9.939059786E9, 9.939059877E9]
g3(3.0, 569.0)@[2.9867258001E10, 2.9867258117E10]
g3(569.0, 351.0)@[4.0174972571E10, 4.0174972663E10]
g3(783.0, 153.0)@[2.4515737972E10, 2.4515738018E10]
g3(796.0, 97.0)@[2.9483437096E10, 2.9483437217E10]
g3(558.0, 890.0)@[4.607890577E10, 4.6078905863E10]
g3(783.0, 818.0)@[4.2608806634E10, 4.2608806712E10]
g3(491.0, 941.0)@[6.0933561404E10, 6.0933561496E10]
g3(515.0, 79.0)@[3.4328873229E10, 3.4328873331E10]
g3(414.0, 572.0)@[4.8719055255E10, 4.8719055367E10]
g3(224.0, 826.0)@[1.1957930436E10, 1.1957930544E10]
g3(940.0, 4.0)@[2.3134046036E10, 2.3134046112E10]
g3(699.0, 829.0)@[6.438466181E9, 6.438466286E9]
g3(382.0, 880.0)@[3.1882108283E10, 3.1882108383E10]
g3(965.0, 471.0)@[1.0829744041E10, 1.0829744133E10]
g3(216.0, 959.0)@[4.9523260324E10, 4.9523260431E10]
g3(793.0, 153.0)@[7.59206882E9, 7.592068894E9]
g3(457.0, 335.0)@[4.0786907276E10, 4.0786907359E10]
g3(149.0, 379.0)@[8.484354599E9, 8.484354679E9]
g3(600.0, 419.0)@[6.1223170702E10, 6.1223170791E10]
g3(647.0, 844.0)@[4.432718654E9, 4.432718754E9]
g3(408.0, 396.0)@[3.3659721007E10, 3.3659721111E10]
g3(351.0, 936.0)@[3.2143457631E10, 3.2143457737E10]
g3(404.0, 664.0)@[4.562788371E10, 4.5627883814E10]
g3(546.0, 109.0)@[2.6440646771E10, 2.6440646869E10]
g3(754.0, 930.0)@[3.3401872977E10, 3.3401873041E10]
g3(187.0, 42.0)@[3.610775646E9, 3.610775729E9]
g3(609.0, 144.0)@[5.5164869926E10, 5.5164870035E10]
g3(268.0, 300.0)@[1.149099653E10, 1.1490996638E10]
g3(233.0, 528.0)@[2.9191554325E10, 2.9191554412E10]
g3(628.0, 973.0)@[8.524371163E9, 8.524371237E9]
g3(614.0, 930.0)@[9.922344251E9, 9.922344328E9]
g3(596.0, 107.0)@[3.1778367735E10, 3.1778367827E10]
g3(387.0, 931.0)@[3.065400383E9, 3.065400465E9]
g3(796.0, 645.0)@[3.5363344633E10, 3.5363344717E10]
g3(721.0, 701.0)@[3.1949981213E10, 3.1949981296E10]
g3(8.0, 384.0)@[3.7558944812E10, 3.7558944897E10]
g3(651.0, 152.0)@[5.1015636026E10, 5.1015636125E10]
g3(575.0, 154.0)@[5.581909318E9, 5.581909405E9]
g3(508.0, 222.0)@[2.980157514E10, 2.9801575238E10]
g3(730.0, 393.0)@[1.5295919785E10, 1.5295919871E10]
g3(349.0, 747.0)@[4.318871313E9, 4.318871396E9]
g3(11.0, 335.0)@[6.378016453E9, 6.378016527E9]
g3(725.0, 830.0)@[5.08261662E9, 5.082616726E9]
g3(112.0, 922.0)@[3.4776298937E10, 3.4776299013E10]
g3(418.0, 18.0)@[1.5755539337E10, 1.5755539419E10]
g3(839.0, 475.0)@[5.310137086E10, 5.3101370939E10]
g3(984.0, 534.0)@[5.8255109601E10, 5.8255109691E10]
g3(611.0, 26.0)@[5.0764077981E10, 5.0764078058E10]
g3(128.0, 906.0)@[5.1455992164E10, 5.1455992235E10]
g3(495.0, 293.0)@[4.3786263089E10, 4.3786263182E10]
g3(310.0, 287.0)@[2.4073717828E10, 2.4073717931E10]
g3(444.0, 614.0)@[3.4848768771E10, 3.4848768861E10]
g3(757.0, 952.0)@[1.8568601965E10, 1.8568602049E10]
g3(485.0, 152.0)@[3.9913070771E10, 3.9913070865E10]
g3(985.0, 824.0)@[1.1979646838E10, 1.1979646934E10]
g3(303.0, 407.0)@[8.08942471E9, 8.08942478E9]
g3(707.0, 806.0)@[4.0573305849E10, 4.0573305914E10]
g3(83.0, 678.0)@[5.975141565E10, 5.9751415738E10]
g3(275.0, 375.0)@[1.30080681E8, 1.3008077E8]
g3(507.0, 345.0)@[5.3987210716E10, 5.3987210814E10]
g3(884.0, 352.0)@[3.4444443959E10, 3.4444444053E10]
g3(331.0, 880.0)@[2.0216034803E10, 2.0216034868E10]
g3(489.0, 407.0)@[5.1233260654E10, 5.1233260741E10]
g3(850.0, 274.0)@[5.375802235E9, 5.375802327E9]
g3(987.0, 940.0)@[4.5613144531E10, 4.5613144609E10]
g3(187.0, 349.0)@[5.7599947175E10, 5.7599947275E10]
g3(654.0, 427.0)@[2.9463001786E10, 2.9463001867E10]
g3(496.0, 25.0)@[9.04406303E8, 9.04406401E8]
g3(682.0, 901.0)@[1.7429312306E10, 1.7429312408E10]
g3(105.0, 109.0)@[3.7078494951E10, 3.7078495036E10]
g3(560.0, 511.0)@[5.6627357531E10, 5.6627357635E10]
g3(491.0, 701.0)@[5.4397278E10, 5.4397278128E10]
g3(536.0, 518.0)@[3.8066976967E10, 3.8066977062E10]
g3(467.0, 412.0)@[2.951175445E9, 2.951175535E9]
g3(549.0, 165.0)@[3.3969985426E10, 3.3969985499E10]
g3(730.0, 213.0)@[1.5783030663E10, 1.5783030762E10]
g3(277.0, 46.0)@[8.220526209E9, 8.220526281E9]
g3(54.0, 306.0)@[4.3848205401E10, 4.3848205498E10]
g3(557.0, 520.0)@[2.5945931339E10, 2.5945931429E10]
g3(261.0, 209.0)@[4.419384575E9, 4.419384655E9]
g3(99.0, 436.0)@[4.3149775143E10, 4.3149775213E10]
g3(693.0, 909.0)@[9.800175647E9, 9.800175767E9]
g3(803.0, 406.0)@[1.9501356433E10, 1.9501356528E10]
g3(553.0, 820.0)@[3.313007307E10, 3.3130073144E10]
g3(391.0, 734.0)@[5.1376913953E10, 5.137691402E10]
g3(599.0, 47.0)@[1.2151041255E10, 1.2151041339E10]
g3(704.0, 776.0)@[5.1381990078E10, 5.1381990166E10]
g3(136.0, 981.0)@[1.1027040333E10, 1.1027040434E10]
g3(556.0, 45.0)@[2.0291813838E10, 2.0291813921E10]
g3(977.0, 277.0)@[4.7420940453E10, 4.7420940543E10]
g3(602.0, 374.0)@[4.5782457397E10, 4.5782457496E10]
g3(519.0, 241.0)@[1.583312454E9, 1.583312515E9]
g3(675.0, 328.0)@[1.0863604763E10, 1.0863604866E10]
g3(608.0, 513.0)@[4.028341872E10, 4.028341882E10]
g3(368.0, 862.0)@[3.1244486416E10, 3.1244486503E10]
g3(171.0, 55.0)@[5.5894878546E10, 5.5894878637E10]
g3(897.0, 464.0)@[5.661484909E9, 5.661485027E9]
g3(603.0, 269.0)@[2.7502388029E10, 2.7502388147E10]
g3(750.0, 148.0)@[2.9244661696E10, 2.9244661789E10]
g3(473.0, 21.0)@[4.3499526354E10, 4.3499526454E10]
g3(709.0, 782.0)@[5.3646030056E10, 5.3646030124E10]
g3(406.0, 337.0)@[4.7893767312E10, 4.7893767392E10]
g3(719.0, 695.0)@[5.1387770208E10, 5.1387770315E10]
g3(136.0, 243.0)@[1.9240077031E10, 1.9240077116E10]
g3(632.0, 144.0)@[7.17526952E8, 7.17527051E8]
g3(558.0, 142.0)@[9.012413728E9, 9.012413826E9]
g3(465.0, 606.0)@[2.4983538529E10, 2.4983538611E10]
g3(505.0, 555.0)@[2.7394051926E10, 2.7394052032E10]
g3(651.0, 988.0)@[3.9488929261E10, 3.9488929356E10]
g3(317.0, 377.0)@[2.453230933E10, 2.453230942E10]
g3(399.0, 326.0)@[4.9705038054E10, 4.9705038126E10]
g3(535.0, 85.0)@[3.360529014E9, 3.360529093E9]
g3(12.0, 717.0)@[4.87085907E8, 4.87085984E8]
g3(606.0, 637.0)@[1.4285545897E10, 1.4285545993E10]
g3(400.0, 283.0)@[3.7865575982E10, 3.7865576068E10]
g3(15.0, 154.0)@[6.2547705523E10, 6.254770561E10]
g3(568.0, 843.0)@[1.0425797689E10, 1.042579777E10]
g3(11.0, 851.0)@[1.4787979981E10, 1.478798008E10]
g3(475.0, 822.0)@[1.3868972405E10, 1.3868972493E10]
g3(497.0, 318.0)@[2.1645745304E10, 2.1645745383E10]
g3(195.0, 30.0)@[2.263419471E9, 2.263419545E9]
g3(434.0, 405.0)@[2.8304597119E10, 2.8304597221E10]
g3(113.0, 845.0)@[6.404301517E9, 6.404301602E9]
g3(299.0, 140.0)@[6.1753132253E10, 6.1753132366E10]
g3(845.0, 686.0)@[4.3849446029E10, 4.3849446132E10]
g3(896.0, 582.0)@[2.9501852981E10, 2.9501853067E10]
g3(963.0, 756.0)@[1.1082534617E10, 1.1082534727E10]
g3(622.0, 198.0)@[3.7364779884E10, 3.7364779974E10]
g3(583.0, 378.0)@[5.4858472759E10, 5.4858472851E10]
g3(627.0, 800.0)@[2.793086809E10, 2.7930868174E10]
g3(616.0, 412.0)@[3.8057895846E10, 3.8057895943E10]
g3(464.0, 452.0)@[5.8577227489E10, 5.8577227569E10]
g3(887.0, 5.0)@[1.3219817619E10, 1.321981771E10]
g3(41.0, 639.0)@[1.9167096022E10, 1.9167096133E10]
g3(218.0, 11.0)@[3.1317982679E10, 3.1317982772E10]
g3(657.0, 797.0)@[4.3090424664E10, 4.3090424733E10]
g3(792.0, 38.0)@[5.5494995752E10, 5.5494995848E10]
g3(125.0, 467.0)@[3.455903578E9, 3.455903666E9]
g3(562.0, 527.0)@[2.8965317681E10, 2.8965317779E10]
g3(275.0, 461.0)@[7.105230479E9, 7.105230555E9]
g3(631.0, 49.0)@[3.382624771E9, 3.382624877E9]
g3(677.0, 225.0)@[2.2697649268E10, 2.2697649368E10]
g3(474.0, 540.0)@[4.5300940447E10, 4.530094054E10]
g3(982.0, 525.0)@[8.725340798E9, 8.725340865E9]
g3(247.0, 862.0)@[3.8580761373E10, 3.8580761458E10]
g3(264.0, 395.0)@[5.9346615112E10, 5.9346615218E10]
g3(248.0, 828.0)@[2.2896962759E10, 2.2896962858E10]
g3(561.0, 474.0)@[1.400370675E9, 1.400370767E9]
g3(983.0, 449.0)@[1.9272586029E10, 1.9272586124E10]
g3(231.0, 69.0)@[1.4895752831E10, 1.489575292E10]
g3(395.0, 588.0)@[3.5407273191E10, 3.5407273303E10]
g3(640.0, 688.0)@[5.4919398673E10, 5.491939876E10]
g3(44.0, 992.0)@[2.6922945509E10, 2.6922945618E10]
g3(792.0, 667.0)@[1.6169049803E10, 1.6169049891E10]
g3(252.0, 27.0)@[4.6243148628E10, 4.6243148709E10]
g3(445.0, 231.0)@[3.990276456E9, 3.990276553E9]
g3(730.0, 674.0)@[2.8612942033E10, 2.8612942123E10]
g3(367.0, 35.0)@[3.082189682E10, 3.0821896904E10]
g3(762.0, 158.0)@[2.9942411291E10, 2.9942411381E10]
g3(732.0, 503.0)@[3.7949034448E10, 3.7949034546E10]
g3(36.0, 84.0)@[3.6766407289E10, 3.6766407383E10]
g3(901.0, 167.0)@[3.9755709629E10, 3.9755709716E10]
g3(755.0, 368.0)@[9.53551168E8, 9.53551272E8]
g3(714.0, 744.0)@[2.6010002674E10, 2.6010002755E10]
g3(370.0, 165.0)@[4.9162504653E10, 4.9162504748E10]
g3(549.0, 806.0)@[1.1337429261E10, 1.133742936E10]
g3(730.0, 928.0)@[1.4923652007E10, 1.4923652087E10]
g3(827.0, 726.0)@[3.9129437781E10, 3.9129437856E10]
g3(692.0, 341.0)@[4.095666492E10, 4.0956665023E10]
g3(59.0, 955.0)@[6.280850625E9, 6.28085072E9]
g3(484.0, 460.0)@[2.7534119174E10, 2.7534119279E10]
g3(317.0, 579.0)@[8.180208486E9, 8.180208579E9]
g3(333.0, 693.0)@[4.5417043132E10, 4.5417043216E10]
g3(346.0, 933.0)@[5.0069310945E10, 5.0069311036E10]
g3(606.0, 538.0)@[4.9540973182E10, 4.9540973275E10]
g3(236.0, 364.0)@[3.5904440341E10, 3.5904440446E10]
g3(177.0, 244.0)@[3.0053602858E10, 3.0053602961E10]
g3(660.0, 62.0)@[2.0557845372E10, 2.0557845457E10]
g3(966.0, 394.0)@[4.9459793662E10, 4.9459793739E10]
g3(367.0, 886.0)@[5.4370727878E10, 5.4370727973E10]
g3(302.0, 767.0)@[4.8197666496E10, 4.8197666594E10]
g3(776.0, 624.0)@[3.5828305846E10, 3.5828305928E10]
g3(858.0, 536.0)@[4.6964647835E10, 4.6964647916E10]
g3(682.0, 923.0)@[4.6823325661E10, 4.6823325762E10]
g3(935.0, 459.0)@[5.0049743582E10, 5.004974365E10]
g3(236.0, 232.0)@[3.6954627615E10, 3.6954627702E10]
g3(994.0, 79.0)@[4.0756655829E10, 4.0756655945E10]
g3(2.0, 657.0)@[5.613276035E10, 5.6132760425E10]
g3(485.0, 161.0)@[5.897059249E9, 5.897059344E9]
g3(669.0, 137.0)@[4.9335905281E10, 4.9335905366E10]
g3(404.0, 875.0)@[2.6581841649E10, 2.6581841746E10]
g3(438.0, 343.0)@[3.3080823225E10, 3.3080823308E10]
g3(761.0, 503.0)@[3.5762148096E10, 3.5762148193E10]
g3(991.0, 861.0)@[2.8674331725E10, 2.8674331805E10]
g3(853.0, 438.0)@[1.5865724367E10, 1.5865724435E10]
g3(380.0, 28.0)@[1.695630576E10, 1.6956305825E10]
g3(468.0, 741.0)@[1.1358493516E10, 1.1358493612E10]
g3(149.0, 613.0)@[3.8727661929E10, 3.8727662024E10]
g3(161.0, 243.0)@[2.572645358E9, 2.572645468E9]
g3(57.0, 239.0)@[1.511179132E10, 1.5111791412E10]
g3(510.0, 735.0)@[8.252245544E9, 8.252245614E9]
g3(664.0, 206.0)@[1.7032227872E10, 1.7032227954E10]
g3(40.0, 991.0)@[3.9863366643E10, 3.9863366744E10]
g3(34.0, 670.0)@[1.7848541577E10, 1.7848541662E10]
g3(221.0, 501.0)@[5.5307779961E10, 5.5307780062E10]
g3(13.0, 41.0)@[3.1271469377E10, 3.1271469485E10]
g3(285.0, 106.0)@[4.9714509549E10, 4.9714509638E10]
g3(321.0, 656.0)@[6.104485713E10, 6.1044857227E10]
g3(939.0, 525.0)@[2.7603233158E10, 2.7603233261E10]
g3(507.0, 426.0)@[1.0802511277E10, 1.0802511377E10]
g3(173.0, 614.0)@[1.3431732134E10, 1.3431732216E10]
g3(11.0, 951.0)@[1.3408127315E10, 1.3408127393E10]
g3(489.0, 915.0)@[1.5543186567E10, 1.5543186675E10]
g3(125.0, 94.0)@[2.9055417507E10, 2.9055417596E10]
g3(255.0, 406.0)@[4.9634191339E10, 4.9634191427E10]
g3(649.0, 99.0)@[2.9334054067E10, 2.9334054188E10]
g3(682.0, 163.0)@[4.422058352E9, 4.422058437E9]
g3(113.0, 125.0)@[4.7453286491E10, 4.7453286577E10]
g3(444.0, 166.0)@[5.8921486124E10, 5.8921486218E10]
g3(370.0, 951.0)@[3.8501338754E10, 3.8501338829E10]
g3(410.0, 513.0)@[6.0686819071E10, 6.0686819149E10]
g3(685.0, 806.0)@[1.6997211814E10, 1.6997211927E10]
g3(892.0, 149.0)@[6.2209062874E10, 6.2209062978E10]
g3(645.0, 873.0)@[5.1181519191E10, 5.1181519292E10]
g3(456.0, 442.0)@[2.67194108E10, 2.6719410894E10]
g3(184.0, 889.0)@[5.985921951E9, 5.985922052E9]
g3(749.0, 347.0)@[4.942709488E9, 4.94270957E9]
g3(988.0, 138.0)@[7.352306805E9, 7.352306887E9]
g3(828.0, 451.0)@[5.6955715551E10, 5.6955715631E10]
g3(336.0, 0.0)@[4.0862614293E10, 4.0862614403E10]
g3(697.0, 558.0)@[1.9272608199E10, 1.9272608274E10]
g3(314.0, 641.0)@[2.951441097E9, 2.951441165E9]
g3(246.0, 781.0)@[4.124625663E9, 4.124625752E9]
g3(737.0, 935.0)@[2.9803871702E10, 2.9803871801E10]
g3(217.0, 911.0)@[4.3626891907E10, 4.3626891993E10]
g3(234.0, 116.0)@[3.7791158837E10, 3.7791158906E10]
g3(458.0, 2.0)@[1.666921351E9, 1.666921451E9]
g3(601.0, 410.0)@[4.3606573208E10, 4.3606573294E10]
g3(820.0, 933.0)@[6.461990223E9, 6.461990306E9]
g3(29.0, 814.0)@[1.8222226624E10, 1.8222226736E10]
g4(308.0, 285.0)@[6.739266497E9, 6.739266591E9]
g4(674.0, 212.0)@[4.5651443818E10, 4.5651443893E10]
g4(464.0, 897.0)@[5.661484914E9, 5.661485026E9]
g4(109.0, 546.0)@[2.6440646774E10, 2.6440646864E10]
g4(828.0, 601.0)@[3.306194736E9, 3.306194835E9]
g4(70.0, 963.0)@[1.9217266755E10, 1.9217266849E10]
g4(384.0, 8.0)@[3.7558944812E10, 3.755894489E10]
g4(119.0, 192.0)@[2.4975684514E10, 2.4975684635E10]
g4(220.0, 31.0)@[1.8096573944E10, 1.8096574032E10]
g4(438.0, 734.0)@[5.0409858074E10, 5.040985817E10]
g4(161.0, 289.0)@[4.7817661609E10, 4.7817661701E10]
g4(806.0, 707.0)@[4.057330585E10, 4.057330593E10]
g4(419.0, 828.0)@[9.788241598E9, 9.7882417E9]
g4(80.0, 859.0)@[4.0893791557E10, 4.0893791642E10]
g4(436.0, 99.0)@[4.3149775139E10, 4.3149775218E10]
g4(166.0, 444.0)@[5.8921486116E10, 5.8921486227E10]
g4(611.0, 184.0)@[5.0044353475E10, 5.0044353563E10]
g4(603.0, 901.0)@[5.3824406609E10, 5.3824406706E10]
g4(667.0, 792.0)@[1.6169049807E10, 1.6169049878E10]
g4(435.0, 945.0)@[3.5372367573E10, 3.5372367681E10]
g4(553.0, 472.0)@[1.69339662E10, 1.6933966281E10]
g4(222.0, 456.0)@[3.626983373E9, 3.626983473E9]
g4(350.0, 805.0)@[2.16813015E9, 2.168130225E9]
g4(908.0, 196.0)@[4.6310209448E10, 4.6310209546E10]
g4(444.0, 218.0)@[4.3269859642E10, 4.3269859736E10]
g4(520.0, 820.0)@[5.557115917E9, 5.557115988E9]
g4(368.0, 755.0)@[9.53551172E8, 9.5355125E8]
g4(243.0, 136.0)@[1.9240077027E10, 1.9240077111E10]
g4(667.0, 689.0)@[1.8729181199E10, 1.87291813E10]
g4(245.0, 368.0)@[5.0519910719E10, 5.0519910827E10]
g4(501.0, 657.0)@[2.720070583E10, 2.7200705912E10]
g4(530.0, 116.0)@[4.671902106E9, 4.671902182E9]
g4(813.0, 577.0)@[2.0767425909E10, 2.0767425982E10]
g4(996.0, 701.0)@[1.1165427313E10, 1.116542739E10]
g4(148.0, 750.0)@[2.9244661704E10, 2.9244661772E10]
g4(636.0, 444.0)@[3.8069317344E10, 3.806931741E10]
g4(521.0, 231.0)@[5.8057107934E10, 5.8057108004E10]
g4(780.0, 365.0)@[4.4829245571E10, 4.4829245672E10]
g4(602.0, 861.0)@[4.8249933629E10, 4.8249933708E10]
g4(92.0, 638.0)@[3.9029385303E10, 3.9029385376E10]
g4(168.0, 400.0)@[1.669704217E9, 1.669704313E9]
g4(620.0, 687.0)@[4.9953886776E10, 4.9953886882E10]
g4(167.0, 901.0)@[3.9755709632E10, 3.9755709718E10]
g4(747.0, 349.0)@[4.318871309E9, 4.318871397E9]
g4(519.0, 357.0)@[4.8752956976E10, 4.8752957076E10]
g4(412.0, 467.0)@[2.951175431E9, 2.951175545E9]
g4(634.0, 60.0)@[2.986543351E9, 2.986543461E9]
g4(613.0, 310.0)@[1.9749014107E10, 1.9749014188E10]
g4(307.0, 140.0)@[1.2446577498E10, 1.2446577578E10]
g4(952.0, 311.0)@[1.565598987E10, 1.5655989932E10]
g4(147.0, 791.0)@[6.1091459475E10, 6.1091459575E10]
g4(549.0, 691.0)@[4.3276822522E10, 4.3276822627E10]
g4(911.0, 80.0)@[1.4395024647E10, 1.4395024749E10]
g4(349.0, 187.0)@[5.7599947177E10, 5.7599947285E10]
g4(116.0, 234.0)@[3.7791158833E10, 3.7791158921E10]
g4(456.0, 535.0)@[5.9985043178E10, 5.9985043257E10]
g4(299.0, 97.0)@[5.7320907769E10, 5.7320907858E10]
g4(879.0, 64.0)@[1.7796416921E10, 1.7796417035E10]
g4(555.0, 505.0)@[2.7394051931E10, 2.7394052038E10]
g4(287.0, 252.0)@[4.7754705557E10, 4.7754705652E10]
g4(913.0, 163.0)@[1.3130751121E10, 1.313075123E10]
g4(951.0, 370.0)@[3.8501338752E10, 3.8501338823E10]
g4(292.0, 72.0)@[5.7607114431E10, 5.7607114504E10]
g4(862.0, 368.0)@[3.1244486417E10, 3.1244486502E10]
g4(662.0, 742.0)@[4.3072131195E10, 4.3072131294E10]
g4(544.0, 414.0)@[5.3760221163E10, 5.3760221277E10]
g4(231.0, 135.0)@[4.9623471117E10, 4.9623471232E10]
g4(842.0, 261.0)@[4.8859300989E10, 4.8859301087E10]
g4(568.0, 605.0)@[2.6964460441E10, 2.6964460541E10]
g4(378.0, 263.0)@[5.7113763873E10, 5.7113763962E10]
g4(302.0, 525.0)@[4.044204941E10, 4.04420495E10]
g4(244.0, 917.0)@[7.510752242E9, 7.510752346E9]
g4(161.0, 485.0)@[5.897059259E9, 5.897059343E9]
g4(695.0, 719.0)@[5.1387770219E10, 5.1387770324E10]
g4(904.0, 649.0)@[5.423056129E9, 5.423056235E9]
g4(781.0, 230.0)@[6.1994264729E10, 6.1994264832E10]
g4(640.0, 449.0)@[1.1277563449E10, 1.1277563555E10]
g4(222.0, 508.0)@[2.9801575156E10, 2.980157523E10]
g4(2.0, 418.0)@[4.9492017539E10, 4.9492017647E10]
g4(475.0, 839.0)@[5.3101370856E10, 5.3101370931E10]
g4(713.0, 622.0)@[7.70894312E8, 7.70894401E8]
g4(602.0, 17.0)@[4.4882800003E10, 4.4882800105E10]
g4(453.0, 472.0)@[4.581267901E9, 4.581268014E9]
g4(527.0, 932.0)@[5.7500406571E10, 5.750040668E10]
g4(134.0, 441.0)@[3.2341448346E10, 3.2341448435E10]
g4(25.0, 918.0)@[5.0200073684E10, 5.0200073782E10]
g4(0.0, 367.0)@[1.9584989306E10, 1.9584989392E10]
g4(920.0, 71.0)@[4.785344948E9, 4.785345044E9]
g4(866.0, 538.0)@[2.1708677558E10, 2.1708677657E10]
g4(37.0, 482.0)@[4.3464526023E10, 4.3464526103E10]
g4(946.0, 761.0)@[4.7381959539E10, 4.7381959646E10]
g4(106.0, 996.0)@[1.683357748E9, 1.683357855E9]
g4(562.0, 814.0)@[5.1540226596E10, 5.1540226703E10]
g4(991.0, 40.0)@[3.986336664E10, 3.9863366733E10]
g4(130.0, 402.0)@[2.0056860823E10, 2.0056860901E10]
g4(396.0, 737.0)@[5.8331402225E10, 5.8331402296E10]
g4(77.0, 489.0)@[3.7706609364E10, 3.7706609451E10]
g4(686.0, 556.0)@[4.0397866866E10, 4.039786694E10]
g4(525.0, 939.0)@[2.7603233168E10, 2.7603233257E10]
g4(614.0, 444.0)@[3.4848768771E10, 3.4848768856E10]
g4(338.0, 886.0)@[2.5222447656E10, 2.5222447745E10]
g4(338.0, 588.0)@[2.6330539291E10, 2.6330539368E10]
g4(814.0, 29.0)@[1.8222226643E10, 1.8222226747E10]
g4(85.0, 535.0)@[3.360529008E9, 3.360529095E9]
g4(229.0, 710.0)@[2.9713215247E10, 2.9713215357E10]
g4(727.0, 486.0)@[1.855141459E10, 1.8551414691E10]
g4(724.0, 45.0)@[2.7668015681E10, 2.7668015773E10]
g4(776.0, 661.0)@[5.6248907275E10, 5.6248907386E10]
g4(21.0, 557.0)@[4.8731438384E10, 4.8731438473E10]
g4(674.0, 933.0)@[1.845619061E9, 1.845619114E9]
g4(18.0, 563.0)@[2.7771181948E10, 2.777118203E10]
g4(327.0, 527.0)@[5.0829661378E10, 5.0829661479E10]
g4(410.0, 601.0)@[4.3606573197E10, 4.3606573292E10]
g4(328.0, 340.0)@[1.2984280678E10, 1.2984280752E10]
g4(736.0, 597.0)@[1.2987161296E10, 1.2987161376E10]
g4(395.0, 264.0)@[5.9346615118E10, 5.9346615227E10]
g4(144.0, 609.0)@[5.5164869945E10, 5.5164870024E10]
g4(274.0, 850.0)@[5.375802242E9, 5.375802325E9]
